Title,Part,Persons,Primary person,Wikidata ID,Primary person role,Edition,Language/s,Publication statement,Extent,Type of content,Series,Note,ISBN,Subject,Location,Shelf mark,Subject heading,Further documents,Collective title,Manufacture statement,Abstract,Corporate body,Record place and date,Form of work,Notes,Title of work,Wrong ISBN,Link to digital copy,Bibliogr. context,Further information,Copyright date,Further title,Parallel title proper
"Khānum ! fardā kūch ast : safarnāmah-ʾi Sakīnah Sulṭān (Vaqār al-dawlah) / pizhūhish: Rasūl Jaʿfariyān, Kiyānūsh Kiyānī ; vīrāyish va tadvīn: Zahrā Ṣāliḥīʹzādah خانم! فردا کوچ است : سفرنامۀ سکىنه سلطان (وقار الدوله) / پژوهش: رسول جعفرىان، کىانوش کىانى ؛ وىراىش و تدوىن: زهرا صالحى زاده",,"Vaqār al-Dawlah, Sakīnah Sulṭān [VerfasserIn] ; وقار الدوله, سکينه سلطان [VerfasserIn] Jaʿfariyān, Rasūl [SonstigeR] ; جعفريان, رسول [SonstigeR] ; Kiyānī Haft Lang, Kiyānūsh [SonstigeR] ; کيانى هفت لنگ, کيانوش [SonstigeR] ; Ṣāliḥīʹzādah, zahrā [HerausgeberIn] ; صالحى زاده, زهرا [SonstigeR]","Vaqār al-Dawlah, Sakīnah Sulṭān",,VerfasserIn,Chāp-i avval - چاپ اول,Persian,"Tihrān : Nashr-i Aṭrāf ; تهران : نشر اطراف،, 1398 [2019]",197 pages : illustrations ; 17 cm,,Safarnāmahʹhā-yi qadīmī-i zanān ; 3 سفرنامه هاى قدىمى زنان ؛ ; 3,"Includes indexes Bar asās-i kitāb-i ""Rūznāmah-ʾi safar-i ʿAtabāt va Makkah."" بر اساس کتاب ""روزنامۀ سفر عتبات و مكه."" Abweichender Titel: Rūznāmah-ʾi safar-i ʿAtabāt va Makkah Abweichender Titel: روزنامۀ سفر عتبات و مکه In Persian",978-622-6194-01-3 paperback 622-6194-01-4 paperback,,ALS1,= 2024 A 3718,"*Vaqār al-Dawlah, Sakīnah Sulṭān -- Diaries ; Muslim pilgrims and pilgrimages -- Saudi Arabia -- Mecca -- Diaries ; Mecca (Saudi Arabia) -- Description and travel ; Iran -- History -- Qajar dynasty, 1794-1925 *Autobiography *Vaqār al-Dawlah, Sakīnah Sulṭān ; 1794-1925 ; Muslim pilgrims and pilgrimages ; Qajar Dynasty (Iran) ; Travel ; Iran - Histoire - 1794-1925 (Dynastie des Qādjārs) ; Iran ; Saudi Arabia - Mecca ; autobiographies (literary works) ; Autobiographies ; Diaries ; History ; Autobiographies ; Autobiographies",Library of Congress Classification: DS248.M4,,,,,,,,,,,,,,,
"Rustam-nāma-i naqqālān / muqaddima wa taṣḥīḥ duktur Muḥammad Ǧaʿfar Yaḥaqqī, duktur Fāṭima Māh-wān رستم‌نامۀ نقالان / مقدمه و تصحىح دکتر محمد جعفر ىاحقى, دکتر فاطمه ماه وان",,"Yāḥaqqī, Muḥammad Ǧaʿfar *1947-* [ZusammenstellendeR] ; یاحقی, محمد جعفر *1947-* [ZusammenstellendeR] ; Māh-wān, Fātima [ZusammenstellendeR] ; ماه‌وان, فاطمه [SonstigeR]","Yāḥaqqī, Muḥammad Ǧaʿfar",,ZusammenstellendeR,Chāp-i 1 - چاپ 1,Persian,"Tihrān : Nashr-i Suḫan ; تهران : نشر سخن, 1398 h.š. [2019]",359 Seiten : illustrations ; 24 cm,Quelle,,Includes bibliographical references and index Abweichender Titel: Rustamʹnāmah Abweichender Titel: رستم‌نامه,978-964-372-956-1 hardcover 964-372-956-7 hardcover,18.69 Iranische Sprachen und Literaturen 17.87 Besondere Literaturkategorien | KJQ 657 Volksdichtung {Persisch} KJQ 546 Volksliteratur. Orale Literatur {Neupersisch},ALS1 | FMAG,KJQ 657:z = 2024 A 5007 | 2024 A 3695,"*Rostam<Fiktive Gestalt> *Firdawsī -- Characters -- Rustam ; Firdawsī -- Shāhnāmah -- History and criticism ; Rustam -- (Legendary character) ; Rustam -- (Legendary character) -- In literature *Rustam - (Legendary character) ; Firdawsī ; Shāhnāmah (Firdawsī) ; Literature ; Criticism, interpretation, etc ; Literary criticism ; Literary criticism ; Critiques littéraires",Library of Congress Classification: PK6450.9,,,,,,,,,,,,,,,
Dawwār / Maysam ʿAlī'pūr,,"ʿAlīpūr, Maiṯam [VerfasserIn]","ʿAlīpūr, Maiṯam",,VerfasserIn,Cāp-i 1,Persian,"Landan : Našr-i Mihrī  [2019], 1398 h.š. [2019]",490 Seite ; 21 cm,,Mehri publication ; novel 34,"Novel English title taken from colophon Abweichender Titel: Davvar (Giddy) In Persian, with additional colophon in English In arabischer Schrift, persisch",978-1-9161603-1-6 paperback 1-9161603-1-X,18.69 Iranische Sprachen und Literaturen 17.97 Texte eines einzelnen Autors | KJQ 667 Roman {Persisch},ALS1,2022 A 3470,*Persian fiction -- 21st century,Library of Congress Classification: PK6561.A457,,,,,,,,,,,,,,,
Āyīn-i Yārsān dar asāṭīr-i aqvām-i Kurd / bih kūshish-i Manṣūr Yāqūtī ‏آيين يارسان در اساطير اقوام کرد /‏ / ‏به کوشش منصور ياقوتى,,"Yāqūtī, Manṣūr *1949-2024* [VerfasserIn] ; یاقوتی, منصور *1949-2024* [VerfasserIn]",Mansour Yaquti,Q6560264,VerfasserIn,Chāp-i 1 - ‏چاپ 1,"Persian, Arabic","Tihrān : Nashr-i Dāt [1398 [2019 or 2020]] ; ‏تهران :‏ : ‏نشر دات،‏ [‏1398 [2019 or 2020]], 1398 [2019 or 2020]",210 pages ; 22 cm,,,"Hier auch später erschienene, unveränderte Nachdrucke Includes bibliographical references (pages 209-210) In Persian; includes citations in Arabic | 2. Auflage von 2022",978-964-8898-65-1,KJQ 551 Religiöse Literatur {Neupersisch} CBH 000 Iranische Religionen,ALS1,KJQ 551:m = 2024 A 4974,*Ahl-i Ḥaqq -- Doctrines ; Kurds -- Religion ; Kurds -- Mythology,Library of Congress Classification: BP195.A4,,,Ahl-i Haqq. ; Kurds--Mythology,,,,,,,,,,,,
Sih rūz bi āḫir-i daryā : safarnāma-i šāhzāda ḫānum-i qāǧārī / bi kūšiš-i Nāzīlā Nāẓimī ‏سه روز به آخر دريا‏ : ‏سفرنامه شاهزاده خانم قاجارى‏ / ‏به کوشش نازيلا ناظمى,,"Nāẓimī, Nāzīlā *1971-* [HerausgeberIn] ; ناظمی, نازیلا *1971-* [HerausgeberIn] ; Turābī, Zuhra *1990-* [HerausgeberIn] ; ترابى, زهره *1990-* [HerausgeberIn]","Nāẓimī, Nāzīlā",,HerausgeberIn,Chāp-i Čahārum - ‏چاپ چهارم,Persian,"Tihrān : Našr-i Aṭrāf ; ‏تهران‏ : ‏نشر اطراف‏, 1398h.š [2019/2020]","150 Seiten : Illustrationen, Faksimiles ; 17 cm",Reisebericht,Safarnāmahā-i qadīmī-i zanān ; 2,"Includes indexes Hier auch später erschienene, unveränderte Nachdrucke In arabischer Schrift, persisch | 11. Auflage von 2023",978-622-6194-11-2,18.69 Iranische Sprachen und Literaturen 17.87 Besondere Literaturkategorien | KJQ 679 Reise {Persisch} KJQ 573 Frauenliteratur {Neupersisch},ALS1,KJQ 679:z = 2024 A 3714,*Persisch / Frauenliteratur / Kadscharen<Dynastie : 1794-1925> / Haddsch,,,,Mecca (Saudi Arabia) -- Description and travel ; Khānum Qājārī -- Travel,,,,,,,,,,,,
Kājāruchōki iran no nōgyō yōsui kanren bunsho / Hāshemu Rajabuzāde hencho ; Eura Kinji kyōryoku ; Morimoto Kazuo Eighty-eight documents on irrigation from Qajar Iran / Hashem Rajabzadeh ; with the cooperation of Kinji Eura ; and a preface by Kazuo Morimoto 88 sanad-i āb-i kishāvarzī dawrah-i Qājār,,"Raǧabzāda, Hāšim *1941-* [VerfasserIn] [HerausgeberIn] ; Eura, Kinji *1970-* [Sonstige Person, Familie und Körperschaft] ; Morimoto, Kazuo *1970-* [VerfasserIn eines Vorworts]",Hashem Rajabzadeh,Q10856741,,,Persian,"[2019.6], 2019","1, 210p ; 26cm",,"Tōyōgaku Kenkyū Jōhō Sentā sōkan. - Tōkyō : [Verlag nicht ermittelbar], 2002- ; ZDB-ID: 2585740-X ; 29 Ganǧīna-i asnād-i fārsī. - Tokyo : Research and Information Center for Asian Studies, 1997- ; ZDB-ID: 2565262-X ; 6","""88"" in added t.p. title is in Persian numerals",978-4-903235-50-9,18.69 Iranische Sprachen und Literaturen | KJB 439,,2022 B 659,*Persisch / Iran / Bewässerung,NDC10: 227.2,,,,,,,,,,,,,,,
"Amīrān-i marzdār wa marzhā-i ḫāwarī-i Īrān / niwīsanda: Pīrūz Muǧtahidzāda, Mutarǧim: Ḥamīd Riḍā Malik Muḥammadī Nūrī امیران مرزدار و مرزهای خاوری ایران / نویسنده: پیروز مجتهدزاده , مترجم: حمیدرضا ملک‌محمدی نوری",,"Mojtahed-Zadeh, Pirouz *1946-* ; مجتهدزاده, پیروز *1946-* ; Malik Muḥammadī Nūrī, Ḥamīd Riḍā [ÜbersetzerIn] ; حمیدرضا, ملک‌محمدی نوری [Übersetzer","Mojtahed-Zadeh, Pirouz",,,Čāp-i 1,Persian,"Tihrān : Šīrāza, 1398h.š. [2019]",564 Seiten : Kt,,"Maǧmūʿa-i tārīẖ-i muʿāsir-i Īrān. - Tihrān : Šīrāza, 1376h.š. [1997]- ; ZDB-ID: 2638995-2 ; 20","Ersch.-Jahr 1398 h.š. = 2019 In arabischer Schrift, persisch",978-622-6843-40-9,15.76 Vorderer und mittlerer Orient Geschichte | PUH 256 Regionalgeschichte {Iran 1794-1925} PUH 262 Politik {Iran 20./21. Jh.} PUH 252 Politik {Iran 1794-1925} KJQ 549 Politische Literatur {Neupersisch} PUI 502 Politik {Afghanistan 1863-1919},ALS1,PUH 256:m = 2024 A 4985,*Afghanistan / Iran / Pakistan / Staatsgrenze / Kadscharen<Dynastie : 1794-1925> / Geschichte,,,,,,,,,,,,,,,,
Ḫūn-ḫūrda yā surḫ-i siyāh / Mahdī Yazdānī Ḫurram,,"Yazdānī Ḫurram, Mahdī *1979-* [VerfasserIn]",Mahdī Yazdānī Ḫurram,Q137109471,VerfasserIn,Čāp-i 17,Persian,"Tihrān : Našr-i Čašma, 1397 h.š. [2018]",271 Seiten : Illustrationen ; 22 cm,Quelle,"Dāstān-i fārsī. - Tihrān : Našr-i Čašma, 1389h.š [2010] ; ZDB-ID: 2653647-X ; 356","Hier auch später erschienene, unveränderte Nachdrucke Ersch.-Jahr 1397 h.š. = 2018 In arabischer Schrift, persisch",978-622-01-0078-2,18.69 Iranische Sprachen und Literaturen 17.97 Texte eines einzelnen Autors 17.81 Epik Prosa | KJQ 667 Roman {Persisch},ALS1,KJQ 667 YzM:z = 2022 A 3447,,Library of Congress Classification: MLCSN 2019/60503,,,,,,,,,,,,,,,
Daftarča-i ḫāṭirāt-i šānzda zan-i īrānī : dar qalamrau-i zindagī-i rūzmarra / Nūšīn Aḥmadī Ḫurāsānī 16 diaries of 16 ordinary Iranian women,,"Aḥmadī Ḫurāsānī, Nūšīn *ca. 1969/70* [InterviewerIn]","Aḥmadī Ḫurāsānī, Nūšīn",,InterviewerIn,Čāp-i awwal,Persian,"Tihrān : Intišārāt-i Raušangarān wa Muṭālaʿāt-i Zanān [1397 [2018]], 1397h.š [2018/2019]",386 Seiten ; 22 cm,Tagebuch; Interview,,"Includes bibliographical references (pages [377]-378) and index Title on p. [4] of cover: 16 Diaries of 16 ordinary Iranian women In arabischer Schrift, persisch",978-964-194-069-2 964-194-069-4,18.69 Iranische Sprachen und Literaturen 17.87 Besondere Literaturkategorien | KJQ 669 Literatur einzelner Gruppen {Persisch} KJQ 665 Prosa der Moderne {Persisch},ALS1,KJQ 669:z = 2020 A 1725,"*Persisch / Frauenliteratur *Women authors, Iranian -- Interviews ; Women -- Iran -- Social conditions -- 20th century",Library of Congress Classification: HQ1735.2,,,,,,,,,,,,,,,
Fihrist-i nusḫahā-i ḫaṭṭī-i Kitābḫāna-i buzurg-i Haḍrat-i Āyatallāh al-ʿUẓmā-i Marʿašī Naǧafī : ganǧīna-i ǧahānī-i maḫṭūṭāt-i Islāmī : Īrān - Qum / nigāriš-i Muḥammad Ḥusain Amīnī ; zīr naẓar-i Maḥmūd Marʿašī Naǧafī فهرست نسخه‌هاى خطى کتابخانه بزرگ حضرت ايت الله العظمى مرعشى نجفى : گنجينۀ جهانى مخطوطات اسلامى : ایران - قم / [نگارش] محمد حسین امینی ; [زیر نظر] محمود مرعشی نجفی,Ǧild 49: 19301-19700 / az Maḥmūd Marʿašī Naǧafī ; bā hamkārī-i Muḥammad Ḥusain Amīnī جلد 49: ۱۹۳۰۱ - ۱۹۷۰۰ / از سید محمود مرعشی نجفی ; با همکاری محمد حسین امینی,"Marʿašī, Maḥmūd *1941-* [VerfasserIn] ; 1941-* [VerfasserIn] Amīnī, Muḥammad Ḥusain *1967-* [MitwirkendeR] ; امینی, محمد حسین *1967-* [MitwirkendeR]","Marʿašī, Maḥmūd",,VerfasserIn,Čāp-i awwal - چاپ اول,"Persian, Arabic","Qum : Kitābḫāna-i Buzurg-i Ḥaḍrat Āyatallāh al-ʿUẓmā Marʿašī Naǧafī wa ganǧīna-i ǧahānī maḫṭūṭāt-i Islāmī ; قم : کتابخانه بزرگ حضرت ایت الله العظمی مرعشی نجفی و گنجینه جهانی مخطوطات اسلامی, 1397 h.š. = 1440 h.q. = 2018",819 Seiten : Faksimiles (schwarz-weiß),Katalog,,"In arabischer Schrift; Text persisch, arabisch",978-600-161-166-7,KJQ 200 Allgemeines {Neupersisch} APH 700 Orientalische Handschriften {Kataloge} APC 600 Asien {Handschriftenkataloge},HG-LS,APA 800 IRN QOM = FA 12716:49,,,,,,Kitābẖāna-i ʿUmūmī-i Ḥaḍrat-i Āyatallāh al-ʿUẓmā Naǧafī Marʿašī  <Kum> [Herausgebendes Organ] Kitābẖāna-i ʿUmūmī-i Ḥaḍrat-i Āyatallāh al-ʿUẓmā Naǧafī Marʿašī  <Kum> [Herausgebendes Organ],Katalog der Handschriften der Wissenschaftlichen Allgemeinbibliothek in Qum/Iran,,,,,,,,,,
Fihrist-i nusḫahā-i ḫaṭṭī-i Kitābḫāna-i buzurg-i Haḍrat-i Āyatallāh al-ʿUẓmā-i Marʿašī Naǧafī : ganǧīna-i ǧahānī-i maḫṭūṭāt-i Islāmī : Īrān - Qum / nigāriš-i Mīr Maḥmūd Mūsawī ; zīr naẓar-i Maḥmūd Marʿašī Naǧafī فهرست نسخه‌هاى خطى کتابخانه بزرگ حضرت ايت الله العظمى مرعشى نجفى : گنجينۀ جهانى مخطوطات اسلامى : ایران - قم / [نگارش] میرمحمود موسوی ; [زیر نظر] محمود مرعشی نجفی,Ǧild 48: 18901-19300 / az Maḥmūd Marʿašī Naǧafī ; bā hamkārī-i Mīr Maḥmūd Mūsawī جلد 48: ۱۸۹۰۱ - ۱۹۳۰۰ / از سید محمود مرعشی نجفی; با همکاری میرمحمود موسوی,"Marʿašī, Maḥmūd *1941-* [VerfasserIn] ; 1941-* [VerfasserIn] Mūsawī, Mīr Maḥmūd *1965-* [MitwirkendeR] ; 1965-* [MitwirkendeR]","Marʿašī, Maḥmūd",,VerfasserIn,Čāp-i awwal - چاپ اول,"Persian, Arabic","Qum : Kitābḫāna-i Buzurg-i Ḥaḍrat Āyatallāh al-ʿUẓmā Marʿašī Naǧafī ; ganǧīna-i ǧahānī maḫṭūṭāt-i Islāmī ; قم : کتابخانه بزرگ حضرت ایت الله العظمی مرعشی نجفی ; گنجینه جهانی مخطوطات اسلامی, 1397 h.š. = 1440 h.q. = 2018",845 Seiten : Faksimiles (schwarz-weiß),Katalog,,"In arabischer Schrift; Text persisch, arabisch",978-600-161-165-0,KJQ 200 Allgemeines {Neupersisch} APH 700 Orientalische Handschriften {Kataloge} APC 600 Asien {Handschriftenkataloge},HG-LS,APA 800 IRN QOM = FA 12716:48,,,,,,Kitābẖāna-i ʿUmūmī-i Ḥaḍrat-i Āyatallāh al-ʿUẓmā Naǧafī Marʿašī  <Kum> [Herausgebendes Organ] Kitābẖāna-i ʿUmūmī-i Ḥaḍrat-i Āyatallāh al-ʿUẓmā Naǧafī Marʿašī  <Kum> [Herausgebendes Organ],Katalog der Handschriften der Wissenschaftlichen Allgemeinbibliothek in Qum/Iran,,,,,,,,,,
Dastūr al-molūk : a complete edition of the manual of Safavid administration / Mīrzā Muḥammad Rafīʿ Anṣārī ; edited by Nobuaki Kondo Dastūr al-mulūk : matn-i kāmil bar asās-i nusḫa-i Haidarābād-i Hind,,"Ǧābirī Anṣārī, Mīrzā Rafīʿā *ca. 17Jh-18Jh* [VerfasserIn] Kondō, Nobuaki *1966-* [HerausgeberIn]","Ǧābirī Anṣārī, Mīrzā Rafīʿā",,VerfasserIn,,"Persian, English","Tokyo : Research Institute for Languages and Cultures of Asia and Africa (ILCAA) [2018], 2018","72, 272, [11] Seiten ; 26 cm",Quelle,"The Research and Educational Project for Middle East and Islamic Studies series / Ajia Afurika Gengo Bunka Kenkyūsho  <Tokio>. - Tokyo : Research Inst. for Languages and Cultures of Asia and Africa, 20XX ; No. 24 Studia culturae Islamicae. - Tokyo : Inst., 1976- ; ZDB-ID: 759056-8 ; No. 108","Includes bibliographical references (p. 68-72) and indexes. - ""      ""--Added t.p",978-4-86337-284-9,18.69 Iranische Sprachen und Literaturen 17.97 Texte eines einzelnen Autors | KJQ 648 Verwaltung und Wirtschaft {Persisch},ALS1,KJQ 648 GAns:z = 2019 B 419,"*Iran / Safawiden<Dynastie : 1501-1722> / Verwaltung *Iran -- History -- Ṣafavid dynasty, 1501-1736",,,,,,,,,,,,,,,,
Sasanian Iran in the context of late antiquity : the Bahari lecture series at the University of Oxford / edited by Touraj Daryaee,,"Daryāyī, Tūraǧ *1967-* [HerausgeberIn]","Daryāyī, Tūraǧ",,HerausgeberIn,,Persian,"Irvine, CA : UCI Jordan Center for Persian Studies, 2018","162 Seiten : Illustrationen, Diagramme",,"Ancient Iran series. - [Irvine, CA] : UCI Jordan Center for Persian Studies, 2016[?]- ; ZDB-ID: 2866324-X ; vol. 6",Literaturangaben,978-0-9994755-8-4,15.26 Alter Orient Nordafrika Alte Geschichte | PGD 700 205-651 {Alte Geschichte: Persien},ALS1,PGD 700:l = 2020 B 57,*Iran / Sassaniden,,,,,,,,,,,,,,,,
ʿAhd-i Ḥusām : (safarnāmah-yi Luristān wa ḫūzistān) sāl-i 1245 qamarī / taʾlīf-i Maḥmūd Mīrzā Qāǧār ; bi kūšiš-i Īraǧ Afšār عهد حسام : (سفرنامۀ لرستان و خوزستان) سال ١٢٤٥ قمرى / تأليف محمود ميرزا قاجار ; به کوشش ايرج افشار ʿAhd-i Ḥusām : (a travelogue of Luristan and Khuzistan) 1245 A.H/1829 / by Maḥmūd Mīrzā Qājār (1214 A.H/1799 - ca. 1271 A.H/1855),,"Qāǧār, Maḥmūd Mīrzā *1799-1855* [VerfasserIn] ; قاجار, محمود میرزا *1799-1855* [VerfasserIn] Afšār, Īraǧ *1925-2011* [SonstigeR] ; افشار, ايرج [SonstigeR]","Qāǧār, Maḥmūd Mīrzā",,VerfasserIn,Čāp 2 - چاپ 2,Persian,"Tihrān : Mīrāṯ-i Maktūb ; تهران : ميراث مکتوب, 1397 h.š. [2018]","17, 221, 7 Seiten : Faksimilies ; 24 cm",Quelle; Reisebericht,"Mīrāṯ-i maktūb. - Berlin : Markaz-i Pažūhišī-i Mīrāṯ-i Maktūb, 1996- ; ZDB-ID: 2450131-1 ; 214 Mīrāṯ-i maktūb. Tārīḫ wa ǧuġrāfiyā. - Tihrān : Mīrāṯ-i Maktūb, 1997- ; ZDB-ID: 2450815-9 ; 40","Includes bibliographical references and indexes Einführung in englisch, Text in persisch. - in arabischer Schrift, persisch",978-600-203-010-8,18.69 Iranische Sprachen und Literaturen 17.97 Texte eines einzelnen Autors 15.76 Vorderer und mittlerer Orient Geschichte | KJQ 679 Reise {Persisch} PUH 256 Regionalgeschichte {Iran 1794-1925},ALS1,KJQ 679 MQQ:z = 2018 A 2160,*Lorestan *Maḥmud Mīrzā Qājār -- 1799- ; Luristān (Iran) -- Description and travel ; Khūzistān (Iran) -- Description and travel,Library of Congress Classification: DS324.L8,,,,Markaz-i Pažūhišī-i Mīrāṯ-i Maktūb [SonstigeR] مرکز پژوهشی میراث مکتوب [SonstigeR],,,,,,,,<a href='http://catdir.loc.gov/catdir/toc/fy12pdf03/ 2011327359.html' target=_blank>Table of contents</a>,,,
Az Landan tā Iṣfahān از لندن تا اصفهان,,"Pīrzādah, Nāʾīnī Muḥammad ʿAlī, -1903 or 1904 [VerfasserIn] ; پيرزاده نائينى, محمد على,, -1903 or 1904 [VerfasserIn] Farmānfarmāʾīyān, Ḥāfiẓ *1927-2015* [HerausgeberIn] ; فرمانفرمائیان, حافظ *1927-2015* [HerausgeberIn]","Pīrzādah, Nāʾīnī Muḥammad ʿAlī",,VerfasserIn,,Persian,"Tihrān : Intišārāt Asāṭīr ; تهران : انتشارات اساطیر, 1396 [2017]","20, 494 Seiten, 7 ungezählte Blätter : Illustrationen ; 24 cm",,Intišārāt Asāṭīr ; 592 انتشارات اساطیر ; ۵۹۲ University of Tehran Publications ; No. 961 Intišārāt-i Dānišgāh-i Tihrān ; 961 انتشارات دانشگاه تهران ; ۹۶۱,In Persian,978-964-331-494-1 leatherbound,,ALS1,= 2024 A 3725:2,,,Safarnāmah-ʾi Ḥāǧī Pīrzādah / bi-kūšiš-i Ḥāfiẓ Farmānfarmāʾiyān ; Ǧild 2 سفرنامۀ حاجى پيرزاده / بکوشش حافظ فرمانفرمائيان ; جلد دّوم,,,,,,,,,,,,,,
Az Tihrān tā Landan از تهران تا لندن,,"Pīrzādah, Nāʾīnī Muḥammad ʿAlī, -1903 or 1904 [VerfasserIn] ; پيرزاده نائينى, محمد على,, -1903 or 1904 [VerfasserIn] Farmānfarmāʾīyān, Ḥāfiẓ *1927-2015* [HerausgeberIn] ; فرمانفرمائیان, حافظ *1927-2015* [HerausgeberIn]","Pīrzādah, Nāʾīnī Muḥammad ʿAlī",,VerfasserIn,,Persian,"Tihrān : Intišārāt Asāṭīr ; تهران : انتشارات اساطیر, 1396 [2017]","62, 321, 11 Seiten, 4 ungezählte Blätter : Illustrationen ; 24 cm",,Intišārāt Asāṭīr ; 591 انتشارات اساطیر ; ۵۹۱ University of Tehran Publications ; No. 849 Intišārāt-i Dānišgāh-i Tihrān ; 849 انتشارات دانشگاه تهران ; ۸۴۹,In Persian with an introduction in English,978-964-331-493-4 leatherbound,,ALS1,= 2024 A 3725:1,,,Safarnāmah-ʾi Ḥāǧī Pīrzādah / bi-kūšiš-i Ḥāfiẓ Farmānfarmāʾiyān ; Ǧild 1 سفرنامۀ حاجى پيرزاده / بکوشش حافظ فرمانفرمائيان ; جلد اّول,,,,,,,,,,,,,,
ʿImārat-i nīma-i-šab : maǧmūʿa-i dāstān / Sipīda Siyāwašī ; wīrāstār ʿAlī Ḥasan-Ābādī ‏عمارت نيمه‌شب‏ : ‏مجموعه داستان‏ / ‏سپيده  سياوشى ؛ وراستار على حسن‌آبادى,,"Siyāwašī, Sipīda *1986-* [VerfasserIn] ; ‏سياوشى, سپيده [VerfasserIn] Ḥasan-Ābādī, ʿAlī [HerausgeberIn] ; حسن‌آبادى, على [HerausgeberIn]","Siyāwašī, Sipīda",,VerfasserIn,,Persian,"Tihrān : Našr-i Čašma ; ‏تهران‏ : ‏نشر چشمه‏, 1395 h. š. [2017]",90 Seiten ; 22 cm,Quelle,"Dāstān-i fārsī. - Tihrān : Našr-i Čašma, 1389h.š [2010] ; ZDB-ID: 2653647-X ; 284","Short stories Ersch.-Jahr 1395 h.š. = 2017 In arabischer Schrift, persisch",978-600-229-448-7,18.69 Iranische Sprachen und Literaturen 17.97 Texte eines einzelnen Autors 17.81 Epik Prosa | KJQ 668 Kurzgeschichte {Persisch},ALS1,KJQ 668 SiS:z = 2023 A 3352,,Library of Congress Classification: MLCSN 2017/60178,,,,,,,,,,,,,,,
Bānwān marṯīya-sarā wa šāʿirahā-i aiyanī wa ʿirfānī Aḏarbāiǧān / Mansura Waṯiq,,"Waṯīq, Manṣūra [VerfasserIn]","Waṯīq, Manṣūra",,VerfasserIn,,Persian,1396 h.š. [= 2017],308 Seiten : Illustrationen,Quelle,,"Women poets, Iranian-Azarbayjan-biography Ersch.-Jahr 1396 h.š. = 2017 In arab. Schr., pers.",978-600-313-502-4,18.69 Iranische Sprachen und Literaturen 17.98 Textsammlungen | KJQ 655 Dichtung einzelner Regionen {Persisch} KJQ 669 Literatur einzelner Gruppen {Persisch} KJQ 658 Dichtung der Moderne {Persisch},ALS1,KJQ 655:z = 2020 A 1723,*Schriftstellerin / Lyrik / Iran / Aserbaidschan <Iran> / Islam,,,,,,,,,,,,,,,,
"Fiqh-i taṭbīqī-i istidlālī : diya wa qiṣāṣ-i zanān (darsnāma) / taʾlīf: Ibrāhīm Šafīʿī Sarwistānī ; bi ḍamīma-i ""darāmadī bar fiqh-i taṭbīqī"", az̆ar-i Riḍā Islāmī The comparative and inferntial Islamic law (fiqh) : women's compensation (diyya) and retaliation (qisas)",,"Šafīʿī Sarwistānī, Ibrāhīm *ca. 1964/65-* [VerfasserIn]","Šafīʿī Sarwistānī, Ibrāhīm",,VerfasserIn,Čāp-i awwal,"Persian, Arabic","Tihrān : Intišārāt-i Maǧd, 1396 h.š. [2017 or 2018]",230 pages ; 24 cm,,Maǧd ; 1137/2721,"""Majma-i Ilmī va Farhangī-i Majd"" Includes bibliographical references (pages 2017-219) Title on page 4 of cover: Comparative and inferntial islamic law (figh), : women's compensation (diyya) and tetaliation (qisas) Corrected title: Comparative and inferential Islamic law (fiqh) Ersch.-Jahr 1396 h.š. = 2017 od. 2018 In Persian; includes Arabic citations",978-600-193-820-7,"86.10 Recht einzelner Länder, Gebiete und Völker 11.84 Islam: Sonstiges | NTE 100 Iran {Recht einzelner Länder} ND 350 Islamisches Recht {Rechtsvergleichung} CBF 955 Stellung der Frau im Islam LEG 310 Frauendiskriminierung {Soziologie der Frau} LEG 270 Pornographie. Sexualität und Gewalt. Missbrauch {Soziologie}",ALS1,NTE 100 050:m = 2020 A 1721,*Iran / Privatrecht / Fikh / Diya *Sex discrimination in employment -- Law and legislation -- Iran ; Women -- Employment -- Law and legislation -- Iran ; Sex discrimination against women -- Law and legislation -- Iran ; Women (Islamic law) ; Muslim women -- Conduct of life,Library of Congress Classification: KMH1467.W65,,,,Maǧmaʿ-i ʿIlmī wa Farhangī-i Maǧd [Verlag],,,,,,,,,,,
Reflections on Persian grammar / by A. Soheili,,"Soheili, Abe [VerfasserIn]","Soheili, Abe",,VerfasserIn,,Persian,"Newcastle upon Tyne : Cambridge Scholars Publishing, 2017-",,,,,,18.69 Iranische Sprachen und Literaturen 17.15 Historische Linguistik 17.43 Zweitsprachenerwerb,,,"*Persisch / Grammatik / Geschichte / Lehre *Persian language -- Grammar, Historical ; Persian language -- Grammar -- Study and teaching -- History *History",Library of Congress Classification: PK6231 Dewey Decimal Classification: 491.555;,Reflections on Persian grammar / by A. Soheili,,,,,,,,,,,,,,
